source_key	seed_proposal_key	name	hierarchy_level	source_review_stage	source_review_no	semantic_kind	semantic_review_decision	merge_candidate_keys	approval_state
183	6056d6bdeb678de85c6f763540f387c837d899b43515b534bb9eef70afaa9333	해상구조물철거 해체	W_MID	W_MID_REVIEW003	444	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
185	316e2752c109f91a051fc3feff4b62f8494c770ba60b53e561f7ef09349aebb2	지하구조물제거 - - 대․중․소 분류대․중․소 분류	W_MID	W_MID_REVIEW003	445	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
188	09a5f69ff8dbe20c20bb19d9086397d01165e17fab19e738b9c89f0c61981b0a	지장물보호	W_MID	W_MID_REVIEW003	446	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
189	99c8bd788afdb0a968a28a47760d4ff4c45e842470ff302373f77cc21ae4205e	기타철거 해체공사및시설물보호	W_MID	W_MID_REVIEW003	447	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
212	1b16a4e7b14832ddb29a5e6d547db0614a8fad1654fcd00b1675859f05e22210	흙깍기(절토)	W_MID	W_MID_REVIEW003	448	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
213	9b50e09949b8a2162b2d080beb81c3115b6a91d51951a1a320137451908d0343	터파기	W_MID	W_MID_REVIEW003	449	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
214	03ac9689e14f8799e86516cb59840823beea8bf13eed69d0a15e284f8f062b52	트랜치터파기	W_MID	W_MID_REVIEW003	450	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
215	215518746d4b48e67cdba1d913257fe46f7925e0dee98b2c957b965e27fc929c	흙쌓기(성토)	W_MID	W_MID_REVIEW003	451	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
216	ec4f2c9498b2ea6baad528470eeeac0931de12a08471ff6956f307122bb05fc7	되메우기	W_MID	W_MID_REVIEW003	452	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
217	c5df98c0c23f2f9a2b9edb263d89499e2aaa1f213926fee0f188cec50b555a5c	토사처리및운반	W_MID	W_MID_REVIEW003	453	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
218	5beb0b35accd48cebc1ceac2949cadf8aae5f857e73ef0d6a8a52873e600291a	사면보호	W_MID	W_MID_REVIEW003	454	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
221	20a0c467d770d18a48f8e121dba83e56347dfc58bc0243c1c9b6eea19f6033a3	치환	W_MID	W_MID_REVIEW003	455	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
226	f7a1596f18911a69dd36553dd57ea436c77e2784b46c546e458d1d2a6c3ea582	지반그라우팅	W_MID	W_MID_REVIEW003	456	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
227	c6ceb9d8a36505d7415bff356e51efe7d3f979c55c7f18a0f0683d7a60b97310	지반앵커(GroundAnchor)	W_MID	W_MID_REVIEW003	457	METHOD	REJECT	EMPTY	NOT_APPROVED
231	09825170409222951199dccfd34e23b40cb02514edef3ef46e5e9b54f17dc600	현장타설말뚝	W_MID	W_MID_REVIEW003	458	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
232	7fede6271a29cfb07c57510ce245ff1a3c44813b32efccdea5c33ac385dabf09	기성말뚝	W_MID	W_MID_REVIEW003	459	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
233	3b867ca52b24777fa3d254eb5b6e08a2671aabd5293900d404c2a9513c80053d	케이슨기초	W_MID	W_MID_REVIEW003	460	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
234	02572840b246de7674e7d8c16aac12c883a94775adacc07cc0f96e091720303b	연결말뚝(널말뚝)	W_MID	W_MID_REVIEW003	461	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
235	bc28afa7dd3e377f47f7ad842de2fb8ff866250540fb32349d60006a9a3c4d5b	지하연속벽(SlurryWall)	W_MID	W_MID_REVIEW003	462	METHOD	REJECT	EMPTY	NOT_APPROVED
236	bc78ddeef127e2bb6ac87dc38bace10eea045b0e1e00cecb092b5f8866efd3d9	시트파일(SheetPile)	W_MID	W_MID_REVIEW003	463	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
237	65efc3da685b2bd93c002a4ccb42d39ded8c962edf526a39f7c771cbc8551a2f	기초보강공사	W_MID	W_MID_REVIEW003	464	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
241	898c03d2ac0c4c50d6f6f01db3465b49b9c65e68d43f7053c07bc3a862250927	말뚝흙막이	W_MID	W_MID_REVIEW003	465	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
242	7c7d98c2286ac3cd5f35e1cf20e8c18fcd648d86390b9b13501e0d8f97dd79d4	주열흙막이	W_MID	W_MID_REVIEW003	466	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
245	f17ba6bcd0464b0c66069ec6af56ed903843e651ef679fe34c7ab002ba416210	지하연속벽흙막이	W_MID	W_MID_REVIEW003	467	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
246	57d34e976696b2e8e63cacf5d1dea58c56b69be7822198727818ed6e89caf0d6	흙막이지보공사	W_MID	W_MID_REVIEW003	468	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
247	bcbb0f751e393ffab3e06b1cc9a38d80c907bbb98c462d2e68ca8cccee97f51e	어스앵커(EarthAnchor) 록앵커흙막이	W_MID	W_MID_REVIEW003	469	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
248	edf25342d1e8eb59f6e1471eff41ef0b3f5a49d99ba66b099341a38f1c1688d4	조립식간이흙막이	W_MID	W_MID_REVIEW003	470	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
251	43e141ba4572ad96c3c100acdf7301721eb7305e1ec5b9e61bf59527c313313d	콘크리트자재	W_MID	W_MID_REVIEW003	471	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
252	3684f8b8205931ccc615e420c4768f25c59977e2e5a9617bc3d7dd251e49de88	콘크리트생산및구입	W_MID	W_MID_REVIEW003	472	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
253	8d0c01308cc552e41e2d3807b23d212fd0f0253d5e0e70d32e9cbef68df23917	콘크리트타설	W_MID	W_MID_REVIEW003	473	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
255	8d40989e5cfd22ee59fe3758d334d6934d0bd8bf0c9ae20860d84b473f37984a	콘크리트보강공사	W_MID	W_MID_REVIEW003	474	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
258	3e3181b6f4d10c5cb7c44dc7e2680aea51f64f25dca1e760d3ca922a3df23ce8	콘크리트부속공사	W_MID	W_MID_REVIEW003	475	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
265	c514d7739aeaff3ce58a37d43f33188bdbe7bcf52aa86a5a6c0e538c6870c137	기타토목PC부재조립	W_MID	W_MID_REVIEW003	476	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
266	7230e15ca263ae9d733cabec0d0971abb0b3f0e5e2059cf0a98dfd1d1d73d9c4	건축PC구조부재조립	W_MID	W_MID_REVIEW003	477	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
267	57e5faf031c6579ace5cbd07f4943d3993a1c1223f6eadfe7d062e3acf11a155	현장틸트-업콘크리트공사	W_MID	W_MID_REVIEW003	478	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
272	4923e964c0059bc1defe885cc4323b8243e03fa671d8fb117836e0c1aa27c549	철골가공 제작	W_MID	W_MID_REVIEW003	479	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
273	643f650fde14f9a77eda98a2646a317578b5df27ead8b9e46a46887c82a69823	철골조립및설치	W_MID	W_MID_REVIEW003	480	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
274	360ea08ac9ce35e56e88806535838882b2cb2c8fbf75663934d5a7fa4672a3b5	금속바닥판및부속설비설치	W_MID	W_MID_REVIEW003	481	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
275	951f8df773bd340a3c3aeac0c5cd905b7a0921de13fdafc8313eb57ba2cf6e2e	현수 사장구조	W_MID	W_MID_REVIEW003	482	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
276	0591d6a2a565c440661766e9914db75bdd9ce3794206f9879bbc7788787a5d9f	프레임구조시스템	W_MID	W_MID_REVIEW003	483	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
277	5d36c9d3ee2029ea61ce1ac3ae998fdece9a9e2aad2025b17b5efe40300a2f99	탱크	W_MID	W_MID_REVIEW003	484	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
278	6f3669ae9ec26d86354f344c1e1a7996b4ecb411e8dc0a0b460fcdc301940e20	철골내화피복및도장	W_MID	W_MID_REVIEW003	485	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
279	ef30b16557057598271d9d495c6e0f76860b6796bb3e5e8b426c26a8f31e749e	기타강구조물공사	W_MID	W_MID_REVIEW003	486	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
316	43a3bc99d00e52448f7c527023993e949657c1564386832e2f2ce7a0c7909d54	상수도관갱생	W_MID	W_MID_REVIEW003	487	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
317	5088b148117fb6702c4ca7758cf954f61a19ba612a260b64fdecac572f90e33b	하수도관갱생	W_MID	W_MID_REVIEW003	488	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
322	1e7f3d26e5a96268c5f1cde639a863901f5c54f4b8b40502491ef40c5a897421	콘크리트포장	W_MID	W_MID_REVIEW003	489	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
323	c3d4c392bb14848bb4bbae07794d92121d60b0e8663824546f0aa77012d215d3	경하중포장	W_MID	W_MID_REVIEW003	490	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
324	f5b770845f35b351dd688dfd4449a4028f10ce66c54dcfca93c0c435d3993f49	도로배수시설공사	W_MID	W_MID_REVIEW003	491	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
325	f015625106b3499b039531501af642a57e625b87026a45f9cf3ce6432da83906	암거구조물	W_MID	W_MID_REVIEW003	492	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
326	4687e51728bf58ef80900b750d333c262d56e4a4bd1f34a922335ae1e5dcfc3b	도로안전시설공사	W_MID	W_MID_REVIEW003	493	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
327	bea237378e4df5bdb100289fc2f078e250673e441d34fd953bbf851dbe9d82a4	도로표식시설공사	W_MID	W_MID_REVIEW003	494	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
328	55531efaf58f0d226b2d69fba2135c276b4275e92f268fe495960c5b4ab04990	포장면및도로보수	W_MID	W_MID_REVIEW003	495	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
332	4620e6da69b8a8c0b33e25653440be8673ed37109497ef1731a3a7bdf2f7ead6	도상설치공사	W_MID	W_MID_REVIEW003	496	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
334	6e5dc9285fed1a22edec44235cfc3d3d0e8b2e13428ee499c806bd91dea8960b	분기기설치	W_MID	W_MID_REVIEW003	497	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
335	456cd1071cce6a6b1f6e575d59566b60dec875fbb236a56a4c6c8565cbe986f9	건널목공사	W_MID	W_MID_REVIEW003	498	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
337	cee9973441f21da072871c3cdf49f5b08c8febe7aac8b49e10739c25fe341e11	철도부속설비	W_MID	W_MID_REVIEW003	499	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
341	15b9452c2e734dd73832a0739d28dd67472a8d6baccb86ed488f89a001052c83	교량가설공사	W_MID	W_MID_REVIEW003	500	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
342	c3c268a97825887a469b91004cfd787d31bbe4cbd321506f10381cda36d06508	교량받침	W_MID	W_MID_REVIEW003	501	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
343	f059462dcc720a67e46877a6471a6a184a2a285b3629ecdabe202e3f0366732b	신축이음장치	W_MID	W_MID_REVIEW003	502	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
344	f2fdf515006ce92b89216d6b826aef8ae9740403f72dacbe3faea2d31f3d97bc	교량방호시설	W_MID	W_MID_REVIEW003	503	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
345	c7736f89ecf95c7e0ead6251e3b20efa1fbfdf1cfda03ec20131dee8d9f47f3f	교량배수설비공사	W_MID	W_MID_REVIEW003	504	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
346	d89d07523ccb2ffb114596895d5d5e30383d046a631369f9f4873589125ca78e	교량부속공사	W_MID	W_MID_REVIEW003	505	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
347	12ca69bd08703ecfae5c0b579b79dc7e49ed7704b8b13c39b3d201ded13c82fc	교량부속설비	W_MID	W_MID_REVIEW003	506	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
351	a31a6441661c4c8266572ab6fb98e5e2c3b227d6ccb4b0d4e98b6af38ca59357	터널굴착공사	W_MID	W_MID_REVIEW003	507	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
352	d18e262908715adfee7f21fa316947d77822b7bc104a5040de8e243a47981073	터널라이닝	W_MID	W_MID_REVIEW003	508	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
354	b1eb2ab26ddd8309ce0830f285ed33a256a30fddc607a571858c1886cd704291	터널방수및배수	W_MID	W_MID_REVIEW003	509	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
355	6ea8562471ec5e7122586edb3a16852ccb8f343e4aefe0c58cbddf8131c62f6c	터널지보및거푸집	W_MID	W_MID_REVIEW003	510	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
356	fb6020b5ccfb8929d06f523e6c292fba38836ff3307dd74e5ccd5c0e90c9658e	터널내부마감공사	W_MID	W_MID_REVIEW003	511	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
363	d042be734cfec1f12207f85077cd795b539118b284bb728bbfb9922b2cfa2288	호안용콘크리트구조물제작및거치	W_MID	W_MID_REVIEW003	512	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
367	fdb97bc4fbf66a01c13d4130b94cc3aadf9577b1e52a92601f00ec1bbeeb35f7	항만부속설비공사	W_MID	W_MID_REVIEW003	513	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
368	147fe7d3374e01ffef042edf22c72c0d40be81e2964efb455d627d3f5844a7c7	하천 항만부속공사	W_MID	W_MID_REVIEW003	514	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
372	95554bb867b125afc9cf46e9979e196b44e91dd16c59099d8379aee7cfcebc49	표면차수벽형댐	W_MID	W_MID_REVIEW003	515	CLASSIFICATION	REJECT	EMPTY	NOT_APPROVED
381	168c14e1189fb7ecd7d095c6b97fdba79f54213cc7ace95f682cad9279356fe9	현장타설옹벽	W_MID	W_MID_REVIEW003	516	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
382	5a90b14a6dd0fbb0f2f9436710e4ee2ee216f5ece295d98681bed05bfb876843	조적식옹벽	W_MID	W_MID_REVIEW003	517	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
383	69fdaaa1641fecd05399bfaa533d10124dfdef1888a99b804ddbbe46427a71bc	보강토옹벽	W_MID	W_MID_REVIEW003	518	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
384	b54236cfc595a6ec0d1c23d3f3a7d87ceebd9976863fa04f65a14a3b6f90c0f2	강재보강옹벽	W_MID	W_MID_REVIEW003	519	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
385	75b1e86423865309b1ec2b191c662e19ec5b3e34fe24b10b507d5ac91c3a49ba	솔저빔옹벽	W_MID	W_MID_REVIEW003	520	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
386	c3fd8a1b2272f1c24fd64787ba22abb7e058b3d1fd78ec09698a7fa7bb9c3af8	목재옹벽	W_MID	W_MID_REVIEW003	521	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
389	a1160e2a25b23904c589744a628f109a569a60cf0bfc457c766cc23ef9571fa6	기타옹벽공사	W_MID	W_MID_REVIEW003	522	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
413	31ee3ade095a5ef00accae31c97458816eda4964c8c01cb9f4da3789a9b999f8	블록조적공사	W_MID	W_MID_REVIEW003	523	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
415	488626f2d507676233ff202a0d23972d490a28a803ad926f8fe7f9d333c8ce8b	유리블록	W_MID	W_MID_REVIEW003	524	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
417	2d9e0a9cc53818044f55aa8ce5bd2ce78046e0b9d43cfabd6db0ed1e3e76d56b	조적용조립판넬	W_MID	W_MID_REVIEW003	525	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
418	232a556363c0707a966770c0896efd50015ac02b5090a6409f224333bf885069	조적부속공사	W_MID	W_MID_REVIEW003	526	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
422	dc084d459b0479dd5a7bd3fb260a2559250f7cd5fb4e5bf9e0b9eaee8b5f180f	통나무구조목공사	W_MID	W_MID_REVIEW003	527	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
427	faba1b448ec1f416838746f74b39236b4135a13157ab7a071c7a288bdefec392	목조부속목공사	W_MID	W_MID_REVIEW003	528	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
428	de41740089c301f6b4f07f2ff8f7149b2c01c07411f4b8f73a68fcddcdc85a43	목재처리	W_MID	W_MID_REVIEW003	529	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
431	862b199af64073d805af60de404aa66940183eb7de761438bb78bc5f88311638	자연형지붕잇기	W_MID	W_MID_REVIEW003	530	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
433	7e76febd17de30a802b30105f6f21918166c699f975339d7c5414fd71c442432	슬레이트잇기	W_MID	W_MID_REVIEW003	531	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
436	0ab41593e887c05095b0a265e1c18113a7e0cc56b3f16e028e52b208e2d5304e	지붕판넬	W_MID	W_MID_REVIEW003	532	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
441	174c9c16428e9b6cb65b02468edf3a4660c662fcedf71ed9357cfc58f407ec6f	멤브레인방수	W_MID	W_MID_REVIEW003	533	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
442	ff20912ebe02c195a6123d12b473577229e1601f7a3cc056b65e31c67e743442	침투성방수	W_MID	W_MID_REVIEW003	534	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
443	b04af42bf24624abe933a853e9777d7d25eb509e58e2750423621912e0ee1d41	액체방수및모르터방수	W_MID	W_MID_REVIEW003	535	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
444	bdeabb91c4ace62290631bb660b58cec46186b3fc40f742c198745c61e452232	금속방수	W_MID	W_MID_REVIEW003	536	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
445	9f0e2970513ef2819f6e97422fcd542225828e8b5057380ada31281863a4356b	벤토나이트방수	W_MID	W_MID_REVIEW003	537	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
446	227d369b261de20da01e64b86ca9c54bb05139fb97ac3a7ce5353204d3bd792b	방습	W_MID	W_MID_REVIEW003	538	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
447	c31f801b5a66190d0240393e477dbb363c6c428fda790b152c36ef7e04a00bfd	발수제바르기	W_MID	W_MID_REVIEW003	539	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
448	b15ebf88e5937445d8e2cfec0101f4af6264a04593e56d39149d6582808b7988	방수보호재	W_MID	W_MID_REVIEW003	540	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
452	3581aebb99366cb129ec07cd2d1038c1d9fbd7ff6520556f0da197fc20cdd089	슬래브하부단열	W_MID	W_MID_REVIEW003	541	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
453	1b79d27d3205cb0e33af3e28beea3e023d66f793a9f4f40f0f90b39bb4d03eda	천정단열	W_MID	W_MID_REVIEW003	542	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
454	8737ffafee9e9356beec0edca95c93e1fc270f66f44307bfd193c571b3756d55	벽체단열	W_MID	W_MID_REVIEW003	543	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
455	0acda8bcf1e95057ac5b73dff7289b40374f4d32351effa7066b5d32d46c0308	외벽단열	W_MID	W_MID_REVIEW003	544	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
456	d89ed7a97c91f04aa44790007e7b80844dce555f14b9ae05fdb46e1f590f1b44	방진 방음공사	W_MID	W_MID_REVIEW003	545	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
462	eba6e95794649f6c23e3fb5f853acff38e91ba6afbfc17ce1fb18af722957f76	콘크리트계판넬	W_MID	W_MID_REVIEW003	546	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
463	9aad0c98843c7ef259e6adf25a18386c9a1abf3e122ee91549a383e93a4e1485	철재판넬	W_MID	W_MID_REVIEW003	547	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
464	ca591209da9669f13b591a2c70d64a257b5f7c65b11dc2541e21d656ecf16056	금속판넬	W_MID	W_MID_REVIEW003	548	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
465	01be3cc07e9e3e1139a6be00b0a2194b07b46e04c6c99d79888273aba425595e	석재판넬	W_MID	W_MID_REVIEW003	549	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
466	d97ce9ecd20ddfc80eb274a437d174e268b556a88b303bec50c01a925ab35300	유리판넬	W_MID	W_MID_REVIEW003	550	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
467	8c9ece4531b9c24b6fce284e980120a57fffd790acc9e20516cc5dfa2ec5e828	합성수지판넬	W_MID	W_MID_REVIEW003	551	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
468	14c1e52637e590f2983f60275e55584c682b4a0581c2e792c039a41dd955aac7	대형자기 도기타일판넬	W_MID	W_MID_REVIEW003	552	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
471	ff6fcec3abc364e562b310e0c78ffc10a0c0b66c87e4edafa3aa9be671348851	금속바닥틀(장선)설치	W_MID	W_MID_REVIEW003	553	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
472	5cffae896f5b55be0d1cab93b840845af04c4812bef74ef456d8d97f4ec82831	메탈스터드시스템(금속벽틀)설치	W_MID	W_MID_REVIEW003	554	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
473	eeb3d80c9f9c9251ae50dc1dccffa03332785105cce3e318479a5032d6493fe5	경량천정틀설치	W_MID	W_MID_REVIEW003	555	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
475	29d8aa65e7f02217f363db987596ebca69d3bb2c068c4d4a9f273951f49f3cfe	금속마감	W_MID	W_MID_REVIEW003	556	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
478	0a7798904115d9c75ae11761c2eea4a7642d477ea97e237a9058673d21162793	건축잡철물제작설치	W_MID	W_MID_REVIEW003	557	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
481	4f667612a03565725020cb64919cefbc76b4dcb8c04a93f01536bc3132a14d8e	문	W_MID	W_MID_REVIEW003	558	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
482	871e1ac6f662ec402f3aebb868bdce987c55639288ab7f70baa9cf0803d38333	창문	W_MID	W_MID_REVIEW003	559	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
483	a707731249b7f45ab38e5347abb58a6c5560d0dbee15000e45071de2a6b4668e	셔터	W_MID	W_MID_REVIEW003	560	FACILITY_EQUIPMENT	REJECT	EMPTY	NOT_APPROVED
484	db58d3ad19083716671c588de0f3b0891d6337854f2d01f9aa7a4c091bc7d4f1	창호철물	W_MID	W_MID_REVIEW003	561	MATERIAL_COMPONENT	REJECT	EMPTY	NOT_APPROVED
486	169e82d6c7f8d72ec4b878d80dd499ec7963329594ddedfa23e88931518cdff8	유리공사	W_MID	W_MID_REVIEW003	562	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
487	4c4749811f08c4bdb2f1df7f4be3c25dd397ef96a1a94599d26141d773c0878e	유리부속공사	W_MID	W_MID_REVIEW003	563	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
488	729d4680f7271dbb41a30794008072de1db9e6bc4c1f8873d92cd3c026e5c854	코킹및실링	W_MID	W_MID_REVIEW003	564	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
512	3fd0d5e254b141b0196a11ebd4854dbacbf5efefb4355f42cf27e10aeec8675d	합성수지혼화모르터미장	W_MID	W_MID_REVIEW003	565	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
514	718e78d5a159095f997e5b1952206e74e872da2bcc2ca919bafe5ddc6ec9cd67	인조석(테라조)미장및물갈기	W_MID	W_MID_REVIEW003	566	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
516	f52b4543b60b1ad46800990c3969146b560bde209575a1cfae181ad8c2c62aef	특수미장	W_MID	W_MID_REVIEW003	567	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
518	c2b99e346c021d36e5d6a8c5b60d01ca7d12bbca068e11edb9d9da067fd93b70	미장부속공사	W_MID	W_MID_REVIEW003	568	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
521	1ac65b7142a41e50973e977f63c6c9cd3bcfabae1290655eaa580993c6dff9d3	석재바닥깔기	W_MID	W_MID_REVIEW003	569	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
522	d2a598205e442032980b542409702ac944806be83c03ddb75f114e9ee804afc5	석재내벽붙이기	W_MID	W_MID_REVIEW003	570	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
523	da3841a2f430332cdd10f1ecaae4440bb9d1f29578300450b887fb0f87e01bf8	석재외벽붙이기	W_MID	W_MID_REVIEW003	571	PROCESS	KEEP_AS_DISTINCT	EMPTY	NOT_APPROVED
