batch_no	seed_proposal_key	source_id	source_key	name	semantic_kind_before	semantic_kind_after	semantic_review_decision	merge_candidate_keys	review_basis	gpt_leaf_family_policy	approval_state
490	c3d4c392bb14848bb4bbae07794d92121d60b0e8663824546f0aa77012d215d3	CIC_W	323	경하중포장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
491	f5b770845f35b351dd688dfd4449a4028f10ce66c54dcfca93c0c435d3993f49	CIC_W	324	도로배수시설공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
492	f015625106b3499b039531501af642a57e625b87026a45f9cf3ce6432da83906	CIC_W	325	암거구조물	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
493	4687e51728bf58ef80900b750d333c262d56e4a4bd1f34a922335ae1e5dcfc3b	CIC_W	326	도로안전시설공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
494	bea237378e4df5bdb100289fc2f078e250673e441d34fd953bbf851dbe9d82a4	CIC_W	327	도로표식시설공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
495	55531efaf58f0d226b2d69fba2135c276b4275e92f268fe495960c5b4ab04990	CIC_W	328	포장면및도로보수	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
496	4620e6da69b8a8c0b33e25653440be8673ed37109497ef1731a3a7bdf2f7ead6	CIC_W	332	도상설치공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
497	6e5dc9285fed1a22edec44235cfc3d3d0e8b2e13428ee499c806bd91dea8960b	CIC_W	334	분기기설치	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
498	456cd1071cce6a6b1f6e575d59566b60dec875fbb236a56a4c6c8565cbe986f9	CIC_W	335	건널목공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
499	cee9973441f21da072871c3cdf49f5b08c8febe7aac8b49e10739c25fe341e11	CIC_W	337	철도부속설비	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
500	15b9452c2e734dd73832a0739d28dd67472a8d6baccb86ed488f89a001052c83	CIC_W	341	교량가설공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	SAFE_SINGLE_KIND_FAMILY	NOT_APPROVED
501	c3c268a97825887a469b91004cfd787d31bbe4cbd321506f10381cda36d06508	CIC_W	342	교량받침	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
502	f059462dcc720a67e46877a6471a6a184a2a285b3629ecdabe202e3f0366732b	CIC_W	343	신축이음장치	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
503	f2fdf515006ce92b89216d6b826aef8ae9740403f72dacbe3faea2d31f3d97bc	CIC_W	344	교량방호시설	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
504	c7736f89ecf95c7e0ead6251e3b20efa1fbfdf1cfda03ec20131dee8d9f47f3f	CIC_W	345	교량배수설비공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
505	d89d07523ccb2ffb114596895d5d5e30383d046a631369f9f4873589125ca78e	CIC_W	346	교량부속공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
506	12ca69bd08703ecfae5c0b579b79dc7e49ed7704b8b13c39b3d201ded13c82fc	CIC_W	347	교량부속설비	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
507	a31a6441661c4c8266572ab6fb98e5e2c3b227d6ccb4b0d4e98b6af38ca59357	CIC_W	351	터널굴착공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	MIXED_FAMILY	NOT_APPROVED
508	d18e262908715adfee7f21fa316947d77822b7bc104a5040de8e243a47981073	CIC_W	352	터널라이닝	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
509	b1eb2ab26ddd8309ce0830f285ed33a256a30fddc607a571858c1886cd704291	CIC_W	354	터널방수및배수	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
510	6ea8562471ec5e7122586edb3a16852ccb8f343e4aefe0c58cbddf8131c62f6c	CIC_W	355	터널지보및거푸집	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
511	fb6020b5ccfb8929d06f523e6c292fba38836ff3307dd74e5ccd5c0e90c9658e	CIC_W	356	터널내부마감공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
512	d042be734cfec1f12207f85077cd795b539118b284bb728bbfb9922b2cfa2288	CIC_W	363	호안용콘크리트구조물제작및거치	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
513	fdb97bc4fbf66a01c13d4130b94cc3aadf9577b1e52a92601f00ec1bbeeb35f7	CIC_W	367	항만부속설비공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
514	147fe7d3374e01ffef042edf22c72c0d40be81e2964efb455d627d3f5844a7c7	CIC_W	368	하천 항만부속공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
515	95554bb867b125afc9cf46e9979e196b44e91dd16c59099d8379aee7cfcebc49	CIC_W	372	표면차수벽형댐	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_REVIEW003_REJECT_CLASSIFICATION	INSUFFICIENT_EVIDENCE	NOT_APPROVED
516	168c14e1189fb7ecd7d095c6b97fdba79f54213cc7ace95f682cad9279356fe9	CIC_W	381	현장타설옹벽	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	NO_CHILDREN	NOT_APPROVED
517	5a90b14a6dd0fbb0f2f9436710e4ee2ee216f5ece295d98681bed05bfb876843	CIC_W	382	조적식옹벽	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
518	69fdaaa1641fecd05399bfaa533d10124dfdef1888a99b804ddbbe46427a71bc	CIC_W	383	보강토옹벽	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	NO_CHILDREN	NOT_APPROVED
519	b54236cfc595a6ec0d1c23d3f3a7d87ceebd9976863fa04f65a14a3b6f90c0f2	CIC_W	384	강재보강옹벽	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	NO_CHILDREN	NOT_APPROVED
520	75b1e86423865309b1ec2b191c662e19ec5b3e34fe24b10b507d5ac91c3a49ba	CIC_W	385	솔저빔옹벽	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	NO_CHILDREN	NOT_APPROVED
521	c3fd8a1b2272f1c24fd64787ba22abb7e058b3d1fd78ec09698a7fa7bb9c3af8	CIC_W	386	목재옹벽	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	NO_CHILDREN	NOT_APPROVED
522	a1160e2a25b23904c589744a628f109a569a60cf0bfc457c766cc23ef9571fa6	CIC_W	389	기타옹벽공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
523	31ee3ade095a5ef00accae31c97458816eda4964c8c01cb9f4da3789a9b999f8	CIC_W	413	블록조적공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
524	488626f2d507676233ff202a0d23972d490a28a803ad926f8fe7f9d333c8ce8b	CIC_W	415	유리블록	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
525	2d9e0a9cc53818044f55aa8ce5bd2ce78046e0b9d43cfabd6db0ed1e3e76d56b	CIC_W	417	조적용조립판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
526	232a556363c0707a966770c0896efd50015ac02b5090a6409f224333bf885069	CIC_W	418	조적부속공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
527	dc084d459b0479dd5a7bd3fb260a2559250f7cd5fb4e5bf9e0b9eaee8b5f180f	CIC_W	422	통나무구조목공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
528	faba1b448ec1f416838746f74b39236b4135a13157ab7a071c7a288bdefec392	CIC_W	427	목조부속목공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
529	de41740089c301f6b4f07f2ff8f7149b2c01c07411f4b8f73a68fcddcdc85a43	CIC_W	428	목재처리	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
530	862b199af64073d805af60de404aa66940183eb7de761438bb78bc5f88311638	CIC_W	431	자연형지붕잇기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
531	7e76febd17de30a802b30105f6f21918166c699f975339d7c5414fd71c442432	CIC_W	433	슬레이트잇기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
532	0ab41593e887c05095b0a265e1c18113a7e0cc56b3f16e028e52b208e2d5304e	CIC_W	436	지붕판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
533	174c9c16428e9b6cb65b02468edf3a4660c662fcedf71ed9357cfc58f407ec6f	CIC_W	441	멤브레인방수	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
534	ff20912ebe02c195a6123d12b473577229e1601f7a3cc056b65e31c67e743442	CIC_W	442	침투성방수	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
535	b04af42bf24624abe933a853e9777d7d25eb509e58e2750423621912e0ee1d41	CIC_W	443	액체방수및모르터방수	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
536	bdeabb91c4ace62290631bb660b58cec46186b3fc40f742c198745c61e452232	CIC_W	444	금속방수	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
537	9f0e2970513ef2819f6e97422fcd542225828e8b5057380ada31281863a4356b	CIC_W	445	벤토나이트방수	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
538	227d369b261de20da01e64b86ca9c54bb05139fb97ac3a7ce5353204d3bd792b	CIC_W	446	방습	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
539	c31f801b5a66190d0240393e477dbb363c6c428fda790b152c36ef7e04a00bfd	CIC_W	447	발수제바르기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
540	b15ebf88e5937445d8e2cfec0101f4af6264a04593e56d39149d6582808b7988	CIC_W	448	방수보호재	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
541	3581aebb99366cb129ec07cd2d1038c1d9fbd7ff6520556f0da197fc20cdd089	CIC_W	452	슬래브하부단열	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
542	1b79d27d3205cb0e33af3e28beea3e023d66f793a9f4f40f0f90b39bb4d03eda	CIC_W	453	천정단열	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
543	8737ffafee9e9356beec0edca95c93e1fc270f66f44307bfd193c571b3756d55	CIC_W	454	벽체단열	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
544	0acda8bcf1e95057ac5b73dff7289b40374f4d32351effa7066b5d32d46c0308	CIC_W	455	외벽단열	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
545	d89ed7a97c91f04aa44790007e7b80844dce555f14b9ae05fdb46e1f590f1b44	CIC_W	456	방진 방음공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
546	eba6e95794649f6c23e3fb5f853acff38e91ba6afbfc17ce1fb18af722957f76	CIC_W	462	콘크리트계판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
547	9aad0c98843c7ef259e6adf25a18386c9a1abf3e122ee91549a383e93a4e1485	CIC_W	463	철재판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
548	ca591209da9669f13b591a2c70d64a257b5f7c65b11dc2541e21d656ecf16056	CIC_W	464	금속판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
549	01be3cc07e9e3e1139a6be00b0a2194b07b46e04c6c99d79888273aba425595e	CIC_W	465	석재판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
550	d97ce9ecd20ddfc80eb274a437d174e268b556a88b303bec50c01a925ab35300	CIC_W	466	유리판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
551	8c9ece4531b9c24b6fce284e980120a57fffd790acc9e20516cc5dfa2ec5e828	CIC_W	467	합성수지판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
552	14c1e52637e590f2983f60275e55584c682b4a0581c2e792c039a41dd955aac7	CIC_W	468	대형자기 도기타일판넬	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
553	ff6fcec3abc364e562b310e0c78ffc10a0c0b66c87e4edafa3aa9be671348851	CIC_W	471	금속바닥틀(장선)설치	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
554	5cffae896f5b55be0d1cab93b840845af04c4812bef74ef456d8d97f4ec82831	CIC_W	472	메탈스터드시스템(금속벽틀)설치	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
555	eeb3d80c9f9c9251ae50dc1dccffa03332785105cce3e318479a5032d6493fe5	CIC_W	473	경량천정틀설치	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	NO_CHILDREN	NOT_APPROVED
556	29d8aa65e7f02217f363db987596ebca69d3bb2c068c4d4a9f273951f49f3cfe	CIC_W	475	금속마감	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
557	0a7798904115d9c75ae11761c2eea4a7642d477ea97e237a9058673d21162793	CIC_W	478	건축잡철물제작설치	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
558	4f667612a03565725020cb64919cefbc76b4dcb8c04a93f01536bc3132a14d8e	CIC_W	481	문	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
559	871e1ac6f662ec402f3aebb868bdce987c55639288ab7f70baa9cf0803d38333	CIC_W	482	창문	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
560	a707731249b7f45ab38e5347abb58a6c5560d0dbee15000e45071de2a6b4668e	CIC_W	483	셔터	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_FACILITY_EQUIPMENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
561	db58d3ad19083716671c588de0f3b0891d6337854f2d01f9aa7a4c091bc7d4f1	CIC_W	484	창호철물	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_REVIEW003_REJECT_MATERIAL_COMPONENT	INSUFFICIENT_EVIDENCE	NOT_APPROVED
562	169e82d6c7f8d72ec4b878d80dd499ec7963329594ddedfa23e88931518cdff8	CIC_W	486	유리공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
563	4c4749811f08c4bdb2f1df7f4be3c25dd397ef96a1a94599d26141d773c0878e	CIC_W	487	유리부속공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
564	729d4680f7271dbb41a30794008072de1db9e6bc4c1f8873d92cd3c026e5c854	CIC_W	488	코킹및실링	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
565	3fd0d5e254b141b0196a11ebd4854dbacbf5efefb4355f42cf27e10aeec8675d	CIC_W	512	합성수지혼화모르터미장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
566	718e78d5a159095f997e5b1952206e74e872da2bcc2ca919bafe5ddc6ec9cd67	CIC_W	514	인조석(테라조)미장및물갈기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
567	f52b4543b60b1ad46800990c3969146b560bde209575a1cfae181ad8c2c62aef	CIC_W	516	특수미장	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
568	c2b99e346c021d36e5d6a8c5b60d01ca7d12bbca068e11edb9d9da067fd93b70	CIC_W	518	미장부속공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
569	1ac65b7142a41e50973e977f63c6c9cd3bcfabae1290655eaa580993c6dff9d3	CIC_W	521	석재바닥깔기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
570	d2a598205e442032980b542409702ac944806be83c03ddb75f114e9ee804afc5	CIC_W	522	석재내벽붙이기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
571	da3841a2f430332cdd10f1ecaae4440bb9d1f29578300450b887fb0f87e01bf8	CIC_W	523	석재외벽붙이기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
572	458b05cf348f2ad16e6b040d6286a079024874f43cf916f97134e077ff30ce00	CIC_W	524	석재구조물밑면붙이기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
573	c57fe71a7b50ab51602aa996ea142e07d956d1262d346ef16876bfb952848568	CIC_W	525	석재계단붙이기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
574	e8f6a6211e7fb4d1eb2932434667c26bd5cc85344ff8d5efcd91920e8f501b5f	CIC_W	526	기타부위석재붙이기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
575	451c61294ea4cf5a8b3497a4be8bcad7d8ea0c2629b3c92477a75aed437d2c75	CIC_W	528	석재마감공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
576	e270f61266f4a573089ecd3d8b776419da2877050620b20316618d6397e556ba	CIC_W	535	계단타일붙이기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
577	114c9cd8f878149429b38c8e3a6e6db4783164904508e62405f8856afb1aaec9	CIC_W	536	이형타일붙이기	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
578	73f72692fc4fe15d20a98d376e1d6876be8a010d76e5220a4af7e300b9879e88	CIC_W	542	칸막이공사	AMBIGUOUS	PROCESS	KEEP_AS_DISTINCT	EMPTY	GPT_REVIEW003_KEEP_AS_DISTINCT_PROCESS	INSUFFICIENT_EVIDENCE	NOT_APPROVED
