review_no	seed_proposal_key	source_key	name	semantic_kind_before	semantic_kind_after	semantic_review_decision	merge_candidate_keys	review_basis	approval_state
802	d56c254319d6892082e2382707fb1b87877be14aca1eeb6593bf5752fa513d90	0865	진동및방음	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
803	ad18c73748366b357ead99233c6b9b4a20a708450d1be9dcf91920195b34531e	0867	지붕및기와	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
804	51651ac306c3e8f4250a4859298036d4bccc4246fb36a38e70be7c06a13ec3e3	0871	미장	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
805	9f6eb45c3b5c59ebe78cb84649b56db72c4f8ca1a1c67de63b64911aa2d81e27	0872	타일	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
806	85d950e4cacf7399169cf312cdc3f065801a10f4fc1c5eb9ade836597787803a	0873	수장	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
807	89c29afc29daae71f92a907a9ecfe43c085cf3f6c4751d639ea234f93ba14df6	0875	도장	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
808	d8ee30afb93bcdd50ea11972ddca50b0076e63ad9c729226d98b23d2c08e6450	0876	창호	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
809	d720d731457ccc41b0a90bb636009192aa013084e640f3cdff19012c74940f57	0877	금속재	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_004A_REJECT_MATERIAL_COMPONENT	NOT_APPROVED
810	7c80c28751216d624b74caa9c2bae11d2eab68078c033ae4b0cc86f5efbc9183	1112	각측정	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
811	366e31335635ef59be1346a774572750f9a2a06df8459b37678c6890f681c690	1113	기준점측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
812	f6ed5adc3fa80738b471dd37064ce68efea2f786dae828f634adb9ecf10e4808	1114	삼각측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
813	17166a268e1bd3860915a9b947f16a61ec740928164a34311062cbeef21a7745	1115	다각측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
814	867795296d9312583bc7fc3285396223350a31f50a749de01609c947373be536	1116	수준측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
815	c8ea7fe8c718e2e8edf33c9cfeb120275090a5eddd2c382d04b7d340170a0558	1117	사진측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
816	21e8cd3229230eba23571658c2dcb262a171d4f06c5753cfc2ab4dc123d5dece	1118	수심측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
817	ea6e64ec2fa399aa163ce98eac6fa1f735644e3dea108c5cd2a93601cd0ea998	1122	지성선	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
818	074aac1140c29860501e6354515e0506624b9fb05b3c6bc4d105c1b2b7b72c6b	1131	하천	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
819	c2854d05005a75df5c99b93c3d89e5881162cbc45dd550503dbd5cc930f769b3	1132	운하	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
820	7c105303e04f296145faf9f41176c9540b2bf6315289db320000592138fbb27c	1133	항만	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
821	0ce2406906faf7a17a3ec8c9469f519d0062a9c6f17f4efd1ff8f9297eea8629	1134	해양	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
822	ad800edcc9229da36ae043e074f3cd3552a283682f114fed33586502d2903c60	1141	도로	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
823	b05533f42f063fe77b2a994cb83eb2a077bdc1dd6aad0a5d3d414a5fbc92d854	1142	철도및지하철	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
824	7fd6b99cffec0d78750b1a2cbf92a691dc015087a703044e142037d7f8970d65	1143	시가지도로	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
825	0dfa1badad7678a95a86121396fa31617b6d68f1e1148dfb777d0f31be181475	1144	수로	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
826	cbefccf2bc24c75934300f9d249d63e48b1dd921fbecf64044a94ce84bdcd36f	1145	전기	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
827	3c17f2a1cf54edb7ceddf31899f5cf2f71a78953fadfb7dcad2ec59fcb1e110c	1146	상수도	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
828	e173694552c6d5ba47ce682ee3c2ec8c54493942d70f1209976812ce8c9f4b97	1147	하수도	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
829	01bc206eaab3fdc8148c4352d8c2365729b6af29fea47a3c5f25cef1bc0571c9	1148	통신	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
830	a7478945a3c2a54c997fdda1d2c03661cede250def51bf2e2aee37fa8e896b6a	1149	가스및송유관	AMBIGUOUS	CLASSIFICATION	REJECT	EMPTY	GPT_004A_REJECT_CLASSIFICATION	NOT_APPROVED
831	9023bd55bd21ba3ee334096a753fb7a7fcdef16c5a2b7810321e087ab2bec51f	1151	신규등록측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
832	863a4845003c74863d27b360f51f23419cb8627cc24c763147ec4449ee8d1639	1152	등록전환측량 - - 대․중․소 분류대․중․소 분류	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
833	fd79e39144c800f2a4790b485bce70bf7bdbdbbfe027573d944d1c85dbd42006	1153	분할측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
834	0e79528589534846b7e0e42d4727068217662631e0b13461979fcdb7ba60eb2b	1154	경계복원측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
835	f5958aa1767dccd8f5f4d5c91972a1cd5463ccbd677c8ecefa9fac87dea34f43	1155	지적확정측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
836	83bbfa12f86b4d6235338d2b33af17a5f2300b326224458b18a05e437ef1f7c0	1161	벤치마킹설치	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
837	22ff1e6633abf6b69697eb3cad71e6b559bfc008f4503b17fd51bef27ac9e975	1162	중심선측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
838	272b10f1c6dbae52bdcbc102edb066fe926cf4307298b0b71cd891e0536add94	1163	종단측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
839	ff40f94bb58e9e0d366d0e661f0c15190cfb9cc9b445fb9d27899ed79a8414b3	1164	횡단측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
840	a82fbe172390f460b6c01e7dd48aa225d4628afe0ca63ea82b59b1ba1a3c5223	1165	면체적측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
841	89b677f0116bc8a3383e05f84ae8d76f9b7c6a880e06bc49598f4761083e263d	1166	공사측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
842	4c5f039a18e64b1e07c729bda0f3ba5f651607d82655f257e799c3e70c80c1d9	1167	표줄	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_004A_REJECT_FACILITY_EQUIPMENT	NOT_APPROVED
843	9d258dec8c7d8087ca2bbcdba420d04f341e746128467f046190d6487769c28d	1168	규준틀	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_004A_REJECT_FACILITY_EQUIPMENT	NOT_APPROVED
844	10e43d2a9565d700c18e98a2120a8c8ccbe0b381228bb11397ac118acaa1fb5e	1191	시가지측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
845	1d286fe54537d99bc8ac449a6249c955ffc555142faf11d094309646e89621ed	1192	건축측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
846	8c01406e00a48cf8c6b1aa65908f6e2fad9c2b2e218f5b61b277db1911ac80de	1193	터널및광산측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
847	58ec2856c183163ab9e772aa63434e9c34075781cae00d4ddc8a1fca81847a3d	1194	농지및삼림측량	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
848	19435a958f56e3f10ea8696e85ecb4d2218c80038b5a584840298cbd120196a6	1212	지중수직변위계	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_004A_REJECT_FACILITY_EQUIPMENT	NOT_APPROVED
849	3586bdaf44fa44961709fbde3c189f187ce7989ac53839cf28cde4eeb153057b	1213	지하수측정	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
850	594198446a54a3b31eb868729e2d90b64df550649160d32c0440273567d0be59	1214	인접구조물경사도및균열측정	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
851	4fed674196f34d6c95fdddf668335f769f87c10b06965995b6a4512612e5509b	1215	토압측정(PressureCell)	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
852	21cee60705cc9ff1339358f5b06188fc96258893110c269f3633a9deacd75654	1216	응력측정(StrainGauge)	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
853	c27e625eaef42f278cc71eaeb75568e70a0244effe607a1e5241e4b86c8d0bf9	1217	하중측정(LoadCell)	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
854	4661d53a68f0fb7380e30488c4caca171086dbb8d40356480fa7a6b72aa4c17d	1218	진동소음측정	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
855	add347cec12a08c7e8afcef54216d162327efc360d779ba471c699d3f727bc8b	1221	구조체정적계측	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
856	62c40ab49ffebadda5db8d0ee88ad789c6dd22dd16a5132d72c8d2d90a4e793d	1222	동적계측	AMBIGUOUS	TASK	MERGE_CANDIDATE	2475027daba149f900315ad926df730d26003b1bd51bf7ee39a48146edeea87f	GPT_004A_MERGE_CANDIDATE_TASK	NOT_APPROVED
857	8954d694c3105cb6a2233d7e232ce2d44e129c75e8fb57d0f1c7899bd07229b1	1223	하중측정	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
858	2d61fcf70c656e1ae9cf185ddc8d1ec374676b60bbde7c041d17ad4c9e5b26a5	1227	누수량측정	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
859	ec1c0f65612471640bd749d46ee16ded90b40c88145b3557e0c25a301545ab53	1231	터널내공변위측정	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
860	0fd47bfec64ccbfd34ee953bc9049fa0357d73b60693c52e7b0f9e0b188e65e8	1232	터널천단침하측정	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
861	38fcbc6aab298f5ed9ab361654e791df457b8fea8389c5e448504bae4e6558ff	1233	터널내지중변위측정	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
862	788bda6c738a531989a276971effe211068dd4f65972e73a7e6ab674da4de583	1236	지표및지중침하측정	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
863	d7123ec074a619371c8f7ca767b14e6c82814fecebab9a1f97703305c9eb0c8a	1241	교량정적계측	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
864	2475027daba149f900315ad926df730d26003b1bd51bf7ee39a48146edeea87f	1242	동적계측	AMBIGUOUS	TASK	MERGE_CANDIDATE	62c40ab49ffebadda5db8d0ee88ad789c6dd22dd16a5132d72c8d2d90a4e793d	GPT_004A_MERGE_CANDIDATE_TASK	NOT_APPROVED
865	e2f9c0a47a188bd3e9afbc01403ccfee9ae802692ae1edb3c860e9b09b4d2144	1251	댐체변위측정계	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_004A_REJECT_FACILITY_EQUIPMENT	NOT_APPROVED
866	ad3f09ec3b064a37331a7ea6862fe0c76b36bbcb941d3de033eb617f595c03bf	1252	콘크리트및이음변형측정계	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_004A_REJECT_FACILITY_EQUIPMENT	NOT_APPROVED
867	2c58a3839430ba89e9cdb5a019c74b188361d8c19e210965a831e3f59bbca50b	1253	침하측정점	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_004A_REJECT_FACILITY_EQUIPMENT	NOT_APPROVED
868	2fbc9dd370b7cb71c0e468e4293b7b9e2f073b6bde7bd3b24c5755dcd5d8da19	1254	지진계	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_004A_REJECT_FACILITY_EQUIPMENT	NOT_APPROVED
869	1c72ebef5c2d65388c3ddb014069cc986daf2ec44f20904c5f3a9183c8921caf	1255	누수량측정장치	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_004A_REJECT_FACILITY_EQUIPMENT	NOT_APPROVED
870	03ed798a7ca7bcf1f6ead3c3e07935eceac9b8c240dc61b8cb5c38abca290cb4	1256	수위측정기	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_004A_REJECT_FACILITY_EQUIPMENT	NOT_APPROVED
871	75349ef18df91e43f4573dc76107168b4c0279fbdee573aba1e7872edd6ae5dc	1258	댐계측관련설비	AMBIGUOUS	FACILITY_EQUIPMENT	REJECT	EMPTY	GPT_004A_REJECT_FACILITY_EQUIPMENT	NOT_APPROVED
872	520952ce4790bd31f9a140cf97f83798652a78ac8ccbfa7922d1b477c79ea67a	1321	충격식(Percussion)시추	AMBIGUOUS	METHOD	REJECT	EMPTY	GPT_004A_REJECT_METHOD	NOT_APPROVED
873	026f14acf6f05aeb4b0b2457ac0b26874163d4183ab1b42445c4c311b68e0415	1322	회전식(Rotary)시추	AMBIGUOUS	METHOD	REJECT	EMPTY	GPT_004A_REJECT_METHOD	NOT_APPROVED
874	94a3d696ab8557aa3c9ae822d0aa2f3fcf4158f89f088fd7ad70599a62e97add	1331	지표면 시험굴착시료	AMBIGUOUS	MATERIAL_COMPONENT	REJECT	EMPTY	GPT_004A_REJECT_MATERIAL_COMPONENT	NOT_APPROVED
875	461b0e7f4416f4d1fec97447a5f907284cdf8f2dd8240cd809400d1bbe1983a9	1341	일반현장시험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
876	4a888ce934d31b952cc6e92fd855cfbaa3919f44b75bad996fb7a77268e83460	1342	압밀시험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
877	adddc21bf5450b6798cab918b1ee6180c209cef931142ced751518c2b0cdc34f	1343	다짐시험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
878	1802b1e6210b12b8b11be2dbe42d4b12cae724173c9f54699659d6c35396593a	1344	사운딩시험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
879	7b789afa3719abf2b91e2757a07e16b7d4daf54a074be1a4cb23c8016985d8d8	1351	일반실내실험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
880	2fa82bbbced6909086b5430cd0d7ec8f7ae730ca721d993c091ac50b4e9094ba	1352	화학성분실험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
881	e65a7079316e9df82e193739b85e047e2449ebe88c573bd854d3b1b813f56c6b	1353	실내다짐도실험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
882	faea9bcdf0da2edcf648ec58d9a32de49dccc9a84afbd8fd222c53eb0538c7d3	1354	투수시험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
883	15590fd1a3d77a2acdf349b51426de45e16cdcd54934639eba0f88e065e61d00	1355	흙의강도시험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
884	813ceeca0d9ebde19282f666b9766b1ee60f9caebdfb0d22fb3135dd98f8e370	1356	토사류기타시험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
885	93b7e4f04bcdc6f88458155e5ca5a8ec483bff623dc04598dd2e6d67fd7a8fcc	1361	암석시험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
886	c8061fe1b0cde092d02577f47deddf36d9b4d35919226e6a9c975c02e33143ab	1362	암반시험	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
887	38c42d1ed0e5ed2435a0f0ca1600ccf44eede48d6d6a50ad5835bc2d436a79b3	1812	지장수목이식	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
888	19aa053683c6a3bc0162ecaff2abe4e080bdaea29a1e55391b18c24f4665c516	1813	암지장물제거	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
889	c16126dcb4a9ea1f8bf045eaf227df1e5e32747f20b9acad0b302319d9fcf5e2	1814	설치지장물제거	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
890	3628cd88ff15d37626ab922fa614542bf556cf2cde6f9988537804b5e44a858f	1815	토석제거	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
891	f5f66a89ba3ff5920de3336b57445283f3a950b219067194c9533e768a633e5e	1821	콘크리트구조물철거	AMBIGUOUS	TASK	KEEP_AS_DISTINCT	EMPTY	GPT_004A_KEEP_AS_DISTINCT_TASK	NOT_APPROVED
